time,joint_positions,gripper_state,cube_position,target_position,actions,camera1_image_paths,camera2_image_paths
2129,"[0.8351990580558777, -0.8606169819831848, -0.013019856065511703, -0.5181427001953125, 1.5153203010559082, 2.340404987335205, 0.07714896649122238, 0.07346703857183456, 0.024705007672309875, 0.022861454635858536, -0.036854155361652374, -0.03742239251732826, 0.03823329135775566, 0.03854480758309364]","[0.07714896649122238, 0.07346703857183456]","[0.625084638595581, 0.5195324420928955, 1.2381842136383057]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.83628976, -0.8615257 , -0.01230373, -0.5107406 ,  1.5133538 ,
        2.3391407 ], dtype=float32), 'joint_velocities': array([ 0.06181443, -0.04413101,  0.04071857,  0.43260106, -0.11748347,
       -0.0789208 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2120.npy,data/images/camera2/frame_2120.npy
2130,"[0.8362487554550171, -0.8622635006904602, -0.012292169965803623, -0.5110496878623962, 1.513288974761963, 2.3391027450561523, 0.07713966071605682, 0.07344997674226761, 0.02472217194736004, 0.022904107347130775, -0.03678137809038162, -0.03725903481245041, 0.03816730156540871, 0.038392629474401474]","[0.07713966071605682, 0.07344997674226761]","[0.6264916062355042, 0.5214532613754272, 1.2382404804229736]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8373282 , -0.8631582 , -0.01159642, -0.5036191 ,  1.511297  ,
        2.3377984 ], dtype=float32), 'joint_velocities': array([ 0.06096169, -0.0429822 ,  0.03939467,  0.43341893, -0.11891628,
       -0.08082023], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2130.npy,data/images/camera2/frame_2130.npy
2131,"[0.8372891545295715, -0.8638955354690552, -0.011586550623178482, -0.5039441585540771, 1.5112342834472656, 2.337769031524658, 0.07720857113599777, 0.07352206110954285, 0.024671971797943115, 0.02299584448337555, -0.036909107118844986, -0.037390418350696564, 0.0382830873131752, 0.038512177765369415]","[0.07720857113599777, 0.07352206110954285]","[0.6279023885726929, 0.52337247133255, 1.23830246925354]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.83835125, -0.86476296, -0.01091134, -0.49650994,  1.5092108 ,
        2.3364382 ], dtype=float32), 'joint_velocities': array([ 0.05998698, -0.04153626,  0.03807518,  0.4336751 , -0.12027166,
       -0.08258545], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2130.npy,data/images/camera2/frame_2130.npy
2132,"[0.8383128046989441, -0.86550372838974, -0.01090281829237938, -0.49683400988578796, 1.5091572999954224, 2.3364064693450928, 0.07720974087715149, 0.0735243558883667, 0.024726612493395805, 0.022943755611777306, -0.0368792898952961, -0.03742865100502968, 0.038256485015153885, 0.03854864463210106]","[0.07720974087715149, 0.0735243558883667]","[0.6293098330497742, 0.5252556204795837, 1.2383850812911987]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.83935636, -0.86634666, -0.01025056, -0.48939395,  1.50712   ,
        2.3350441 ], dtype=float32), 'joint_velocities': array([ 0.05899428, -0.04013735,  0.03664964,  0.4336638 , -0.12143372,
       -0.08423057], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2130.npy,data/images/camera2/frame_2130.npy
2133,"[0.8393195271492004, -0.8670892119407654, -0.010242565535008907, -0.4897248148918152, 1.50706148147583, 2.335015296936035, 0.07721108198165894, 0.07352566719055176, 0.02469303086400032, 0.022969307377934456, -0.03690849244594574, -0.03742564097046852, 0.038283757865428925, 0.038546111434698105]","[0.07721108198165894, 0.07352566719055176]","[0.6307188272476196, 0.5271264314651489, 1.2384876012802124]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.84034806, -0.86790854, -0.00961457, -0.48229012,  1.5050023 ,
        2.3336198 ], dtype=float32), 'joint_velocities': array([ 0.05804186, -0.03873495,  0.03518143,  0.43330282, -0.12252393,
       -0.08571123], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2130.npy,data/images/camera2/frame_2130.npy
2134,"[0.8403069972991943, -0.8686490058898926, -0.00960659421980381, -0.4826214909553528, 1.5049477815628052, 2.3336009979248047, 0.07716106623411179, 0.07347289472818375, 0.024799197912216187, 0.022856926545500755, -0.03674212843179703, -0.03734099119901657, 0.03813153877854347, 0.03847165405750275]","[0.07716106623411179, 0.07347289472818375]","[0.6321250796318054, 0.5289567708969116, 1.2386094331741333]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8413241 , -0.86945474, -0.00900461, -0.47517762,  1.5028692 ,
        2.3321772 ], dtype=float32), 'joint_velocities': array([ 0.05714551, -0.03747962,  0.03357172,  0.43274027, -0.12348439,
       -0.08699612], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2130.npy,data/images/camera2/frame_2130.npy
2135,"[0.8412810564041138, -0.8701899647712708, -0.008997109718620777, -0.47552821040153503, 1.5028187036514282, 2.332164764404297, 0.07719365507364273, 0.0735129565000534, 0.024745875969529152, 0.0228956900537014, -0.03685290738940239, -0.0374593660235405, 0.03823183849453926, 0.03858066722750664]","[0.07719365507364273, 0.0735129565000534]","[0.6335300803184509, 0.5307883024215698, 1.2387363910675049]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.84228355, -0.8709762 , -0.00841985, -0.4681141 ,  1.5007263 ,
        2.330728  ], dtype=float32), 'joint_velocities': array([ 0.05623272, -0.03605545,  0.0320785 ,  0.43167496, -0.12433586,
       -0.08807582], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2130.npy,data/images/camera2/frame_2130.npy
2136,"[0.8422442078590393, -0.871712327003479, -0.008412599563598633, -0.46845346689224243, 1.500675916671753, 2.3307104110717773, 0.07724960148334503, 0.07357535511255264, 0.024694722145795822, 0.02292824722826481, -0.03700155019760132, -0.03767074644565582, 0.03836506977677345, 0.038779065012931824]","[0.07724960148334503, 0.07357535511255264]","[0.6349298357963562, 0.5326024889945984, 1.2388702630996704]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.84322757, -0.8724659 , -0.00786158, -0.46105206,  1.4985651 ,
        2.3292687 ], dtype=float32), 'joint_velocities': array([ 0.05513201, -0.03431398,  0.03039045,  0.43013585, -0.12505664,
       -0.08908147], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2130.npy,data/images/camera2/frame_2130.npy
2137,"[0.843185544013977, -0.8732015490531921, -0.007855617441236973, -0.4614039659500122, 1.498521327972412, 2.3292396068573, 0.07721003890037537, 0.07354221493005753, 0.024780044332146645, 0.022782601416110992, -0.03689884394407272, -0.03774143382906914, 0.038265082985162735, 0.03884870931506157]","[0.07721003890037537, 0.07354221493005753]","[0.6363219022750854, 0.5343670845031738, 1.2390291690826416]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.84415376, -0.8739359 , -0.00733481, -0.45402923,  1.496403  ,
        2.3277946 ], dtype=float32), 'joint_velocities': array([ 0.0541704 , -0.03284942,  0.02870112,  0.42846265, -0.12563887,
       -0.0898563 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2130.npy,data/images/camera2/frame_2130.npy
2138,"[0.8441143035888672, -0.8746717572212219, -0.007326911203563213, -0.4543836712837219, 1.4963576793670654, 2.327756643295288, 0.077255979180336, 0.07358822226524353, 0.024644631892442703, 0.02290583960711956, -0.03713270649313927, -0.037812378257513046, 0.038486234843730927, 0.038910701870918274]","[0.077255979180336, 0.07358822226524353]","[0.6377074718475342, 0.5361367464065552, 1.2391929626464844]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8450641, -0.8753727, -0.0068332, -0.4470453,  1.4942247,
        2.3262897], dtype=float32), 'joint_velocities': array([ 0.05303733, -0.03103744,  0.02699099,  0.42622504, -0.12610596,
       -0.09067247], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2130.npy,data/images/camera2/frame_2130.npy
2139,"[0.8450245261192322, -0.8761112689971924, -0.006826517637819052, -0.44740042090415955, 1.4941861629486084, 2.326260566711426, 0.0772240087389946, 0.07354643195867538, 0.024805638939142227, 0.0228305421769619, -0.036894913762807846, -0.037633322179317474, 0.03826988860964775, 0.038735512644052505]","[0.0772240087389946, 0.07354643195867538]","[0.639081597328186, 0.5378473997116089, 1.239378809928894]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.84595364, -0.8767817 , -0.00636035, -0.44010204,  1.4920536 ,
        2.3247783 ], dtype=float32), 'joint_velocities': array([ 0.05189147, -0.02927416,  0.02524143,  0.423718  , -0.12638757,
       -0.09131922], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2130.npy,data/images/camera2/frame_2130.npy
2140,"[0.8459148406982422, -0.8775216937065125, -0.0063551957719028, -0.44045931100845337, 1.4920111894607544, 2.3247528076171875, 0.07726934552192688, 0.07360383868217468, 0.024701125919818878, 0.022876031696796417, -0.03708232566714287, -0.03784606605768204, 0.03842822462320328, 0.03894413262605667]","[0.07726934552192688, 0.07360383868217468]","[0.6404503583908081, 0.5395568013191223, 1.239565372467041]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8468248 , -0.87816495, -0.0059188 , -0.43319976,  1.4898765 ,
        2.3232877 ], dtype=float32), 'joint_velocities': array([ 0.05080967, -0.02753678,  0.02341652,  0.42093226, -0.12658334,
       -0.09164465], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2140.npy,data/images/camera2/frame_2140.npy
2141,"[0.8467840552330017, -0.8789001107215881, -0.0059138098731637, -0.4335646331310272, 1.4898327589035034, 2.323240041732788, 0.07722286880016327, 0.07356640696525574, 0.024752799421548843, 0.02269163355231285, -0.037076789885759354, -0.03800559788942337, 0.03842378780245781, 0.039096806198358536]","[0.07722286880016327, 0.07356640696525574]","[0.6418063640594482, 0.5412111282348633, 1.2397680282592773]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.84768015, -0.8795229 , -0.00550952, -0.42635778,  1.487701  ,
        2.3217604 ], dtype=float32), 'joint_velocities': array([ 0.04978976, -0.02591869,  0.02160024,  0.41791433, -0.12663524,
       -0.09194284], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2140.npy,data/images/camera2/frame_2140.npy
2142,"[0.8476405739784241, -0.8802585005760193, -0.0055030956864356995, -0.4267217516899109, 1.487654447555542, 2.321722984313965, 0.07723937928676605, 0.07356356829404831, 0.02474682405591011, 0.022877417504787445, -0.03700816258788109, -0.03764282912015915, 0.0383748896420002, 0.03874441608786583]","[0.07723937928676605, 0.07356356829404831]","[0.6431492567062378, 0.5428566932678223, 1.239984154701233]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8485173 , -0.8808455 , -0.00512714, -0.41956845,  1.4855088 ,
        2.3202164 ], dtype=float32), 'joint_velocities': array([ 0.0485408 , -0.02389498,  0.01974373,  0.41432464, -0.12660408,
       -0.09229255], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2140.npy,data/images/camera2/frame_2140.npy
2143,"[0.8484770655632019, -0.8815828561782837, -0.0051232292316854, -0.41993823647499084, 1.4854768514633179, 2.320199728012085, 0.077242411673069, 0.07356373220682144, 0.024788279086351395, 0.022861052304506302, -0.036960504949092865, -0.037631478160619736, 0.038331154733896255, 0.03873618319630623]","[0.077242411673069, 0.07356373220682144]","[0.6444830894470215, 0.5444632768630981, 1.2402069568634033]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.84933263, -0.88213617, -0.00477866, -0.41284236,  1.4833311 ,
        2.31869   ], dtype=float32), 'joint_velocities': array([ 0.0473133 , -0.02191264,  0.01784166,  0.4104899 , -0.12640373,
       -0.09237722], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2140.npy,data/images/camera2/frame_2140.npy
2144,"[0.849292516708374, -0.882874071598053, -0.0047749923542141914, -0.4132187068462372, 1.483303189277649, 2.318676233291626, 0.07727496325969696, 0.07361392676830292, 0.024674635380506516, 0.02280033379793167, -0.03725317120552063, -0.038013726472854614, 0.03858838602900505, 0.03910258039832115]","[0.07727496325969696, 0.07361392676830292]","[0.6458041667938232, 0.5460478663444519, 1.2404264211654663]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.85012877, -0.883395  , -0.00446383, -0.4061858 ,  1.4811635 ,
        2.3171878 ], dtype=float32), 'joint_velocities': array([ 0.04615604, -0.01993424,  0.01590586,  0.4063642 , -0.12607373,
       -0.09217834], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2140.npy,data/images/camera2/frame_2140.npy
2145,"[0.8500887751579285, -0.884133517742157, -0.004458792973309755, -0.4065687954425812, 1.4811351299285889, 2.317155361175537, 0.07725992798805237, 0.07359426468610764, 0.024802017956972122, 0.022785376757383347, -0.03701401129364967, -0.03787815570831299, 0.038378939032554626, 0.038963038474321365]","[0.07725992798805237, 0.07359426468610764]","[0.647106409072876, 0.5475800633430481, 1.2406679391860962]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8509045 , -0.8846215 , -0.00417899, -0.3996164 ,  1.4789999 ,
        2.3156552 ], dtype=float32), 'joint_velocities': array([ 0.04492368, -0.01790799,  0.01403493,  0.40189222, -0.1256145 ,
       -0.09204143], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2140.npy,data/images/camera2/frame_2140.npy
2146,"[0.8508641719818115, -0.8853603005409241, -0.004174158442765474, -0.39999324083328247, 1.4789749383926392, 2.3156368732452393, 0.07727716118097305, 0.07361447811126709, 0.024698950350284576, 0.02281697653234005, -0.037194930016994476, -0.03796448931097984, 0.038533471524715424, 0.03905610367655754]","[0.07727716118097305, 0.07361447811126709]","[0.6483967304229736, 0.5490981936454773, 1.2409095764160156]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8516595 , -0.8858162 , -0.00392569, -0.39310718,  1.4768488 ,
        2.314139  ], dtype=float32), 'joint_velocities': array([ 0.04367459, -0.01584142,  0.01206227,  0.39713487, -0.12499849,
       -0.0917163 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2140.npy,data/images/camera2/frame_2140.npy
2147,"[0.8516167402267456, -0.8865497708320618, -0.00392177002504468, -0.3934975266456604, 1.4768255949020386, 2.3141250610351562, 0.0772397369146347, 0.07357753813266754, 0.02486295811831951, 0.022700270637869835, -0.036947280168533325, -0.03790442645549774, 0.038315556943416595, 0.03899206221103668]","[0.0772397369146347, 0.07357753813266754]","[0.649668276309967, 0.550552487373352, 1.2411673069000244]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.85239553, -0.88698024, -0.0037069 , -0.38669744,  1.474706  ,
        2.3126197 ], dtype=float32), 'joint_velocities': array([ 0.04250886, -0.0139003 ,  0.01014134,  0.3921555 , -0.12429424,
       -0.09126177], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2140.npy,data/images/camera2/frame_2140.npy
2148,"[0.852353572845459, -0.8877137899398804, -0.0037022815085947514, -0.38708508014678955, 1.4746882915496826, 2.3126204013824463, 0.07728996127843857, 0.073625847697258, 0.024693919345736504, 0.022862594574689865, -0.03718437999486923, -0.03791971504688263, 0.038522347807884216, 0.03901375085115433]","[0.07728996127843857, 0.073625847697258]","[0.6509246230125427, 0.5520134568214417, 1.2414171695709229]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8531103 , -0.88810396, -0.0035191 , -0.38036326,  1.4725798 ,
        2.311128  ], dtype=float32), 'joint_velocities': array([ 0.04117775, -0.01156442,  0.00814727,  0.38665852, -0.12341594,
       -0.0906707 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2140.npy,data/images/camera2/frame_2140.npy
2149,"[0.8530694842338562, -0.8888381123542786, -0.0035155012737959623, -0.3807649314403534, 1.472565770149231, 2.3111252784729004, 0.07728492468595505, 0.07362553477287292, 0.0248295608907938, 0.022738980129361153, -0.037050481885671616, -0.038036640733480453, 0.03841044381260872, 0.03911270201206207]","[0.07728492468595505, 0.07362553477287292]","[0.6521598696708679, 0.5534040927886963, 1.2416788339614868]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8538039 , -0.88918877, -0.0033659 , -0.37414622,  1.4704704 ,
        2.3096435 ], dtype=float32), 'joint_velocities': array([ 0.03986015, -0.00927328,  0.00622475,  0.38089284, -0.12242494,
       -0.08994953], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2140.npy,data/images/camera2/frame_2140.npy
2150,"[0.8537623286247253, -0.8899255394935608, -0.003361282404512167, -0.37454065680503845, 1.4704606533050537, 2.309643268585205, 0.07726012915372849, 0.07358288764953613, 0.024797337129712105, 0.02284170687198639, -0.03702041506767273, -0.03768836706876755, 0.03838430345058441, 0.03879210352897644]","[0.07726012915372849, 0.07358288764953613]","[0.6533746719360352, 0.5547708868980408, 1.2419525384902954]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8544744 , -0.890239  , -0.00324229, -0.36801195,  1.4683815 ,
        2.3081641 ], dtype=float32), 'joint_velocities': array([ 0.03850515, -0.00697333,  0.00424363,  0.37485725, -0.12127089,
       -0.08916205], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2150.npy,data/images/camera2/frame_2150.npy
2151,"[0.8544320464134216, -0.8909734487533569, -0.0032397557515650988, -0.3684172034263611, 1.4683749675750732, 2.308173179626465, 0.07726936042308807, 0.07359802722930908, 0.024824708700180054, 0.02279750257730484, -0.03701803460717201, -0.03780162334442139, 0.038380663841962814, 0.03889795392751694]","[0.07726936042308807, 0.07359802722930908]","[0.6545717716217041, 0.5560948848724365, 1.2422231435775757]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8551235 , -0.89125186, -0.00315459, -0.3619909 ,  1.4663132 ,
        2.3067098 ], dtype=float32), 'joint_velocities': array([ 0.03721114, -0.00471786,  0.00227218,  0.36858022, -0.12000993,
       -0.08814891], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2150.npy,data/images/camera2/frame_2150.npy
2152,"[0.8550785779953003, -0.8919836282730103, -0.0031511804554611444, -0.3623981177806854, 1.4663106203079224, 2.3067212104797363, 0.07724203914403915, 0.07356826215982437, 0.024851618334650993, 0.02277018502354622, -0.036945126950740814, -0.03771914169192314, 0.03831394761800766, 0.038824934512376785]","[0.07724203914403915, 0.07356826215982437]","[0.6557466387748718, 0.5573768615722656, 1.2425013780593872]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8557513 , -0.8922318 , -0.00309861, -0.35607627,  1.4642736 ,
        2.3052726 ], dtype=float32), 'joint_velocities': array([ 3.5942327e-02, -2.5007988e-03,  3.1223620e-04,  3.6205208e-01,
       -1.1859131e-01, -8.7004192e-02], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2150.npy,data/images/camera2/frame_2150.npy
2153,"[0.855705201625824, -0.8929590582847595, -0.0030955015681684017, -0.35648855566978455, 1.4642702341079712, 2.305288076400757, 0.07724807411432266, 0.07357357442378998, 0.024844549596309662, 0.02278522402048111, -0.0369645394384861, -0.03770677000284195, 0.03833169862627983, 0.03881454840302467]","[0.07724807411432266, 0.07357357442378998]","[0.65690016746521, 0.5586273670196533, 1.2427769899368286]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.85635805, -0.8931699 , -0.00307666, -0.3502787 ,  1.462258  ,
        2.3038566 ], dtype=float32), 'joint_velocities': array([ 3.4612279e-02, -1.0291933e-04, -1.6516559e-03,  3.5514760e-01,
       -1.1704058e-01, -8.5754938e-02], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2150.npy,data/images/camera2/frame_2150.npy
2154,"[0.8563108444213867, -0.8938960433006287, -0.0030727125704288483, -0.35069406032562256, 1.4622564315795898, 2.303877353668213, 0.07725013792514801, 0.07357623428106308, 0.024848531931638718, 0.022776920348405838, -0.03696581721305847, -0.03772781416773796, 0.038331616669893265, 0.03883400186896324]","[0.07725013792514801, 0.07357623428106308]","[0.6580304503440857, 0.559838056564331, 1.2430543899536133]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8569416 , -0.89406836, -0.00308696, -0.34459686,  1.4602679 ,
        2.3024678 ], dtype=float32), 'joint_velocities': array([ 0.0332152 ,  0.00235839, -0.00362322,  0.3479458 , -0.11536094,
       -0.0843956 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2150.npy,data/images/camera2/frame_2150.npy
2155,"[0.8568940162658691, -0.8947930335998535, -0.0030829457100480795, -0.34502002596855164, 1.460270881652832, 2.302487850189209, 0.07725478708744049, 0.0735812783241272, 0.024850208312273026, 0.022775957360863686, -0.036976903676986694, -0.03773883730173111, 0.03834265470504761, 0.038844332098960876]","[0.07725478708744049, 0.0735812783241272]","[0.6591364145278931, 0.5610081553459167, 1.243332028388977]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.85750234, -0.894924  , -0.00313002, -0.339048  ,  1.4583122 ,
        2.3010998 ], dtype=float32), 'joint_velocities': array([ 0.0318027 ,  0.0048871 , -0.00555528,  0.3404261 , -0.11353055,
       -0.08292191], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2150.npy,data/images/camera2/frame_2150.npy
2156,"[0.857454240322113, -0.8956488966941833, -0.003125569084659219, -0.3394711911678314, 1.4583160877227783, 2.30112361907959, 0.07725761830806732, 0.07358448952436447, 0.02484968677163124, 0.022776737809181213, -0.03698324039578438, -0.037747375667095184, 0.038348447531461716, 0.03885378688573837]","[0.07725761830806732, 0.07358448952436447]","[0.6602173447608948, 0.5621373057365417, 1.2436118125915527]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.85803884, -0.8957378 , -0.00320669, -0.33362427,  1.4563892 ,
        2.29976   ], dtype=float32), 'joint_velocities': array([ 0.03035487,  0.00744545, -0.00750967,  0.33265144, -0.11155924,
       -0.08132875], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2150.npy,data/images/camera2/frame_2150.npy
2157,"[0.8579936623573303, -0.8964658379554749, -0.003201133804395795, -0.334052711725235, 1.4563945531845093, 2.299785614013672, 0.07729631662368774, 0.07362280040979385, 0.02480785734951496, 0.022836700081825256, -0.03707753121852875, -0.03780682757496834, 0.03843431919813156, 0.03890466317534447]","[0.07729631662368774, 0.07362280040979385]","[0.6612732410430908, 0.5632332563400269, 1.2438873052597046]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8585509 , -0.8965036 , -0.0033125 , -0.32834053,  1.4544977 ,
        2.2984486 ], dtype=float32), 'joint_velocities': array([ 0.02880029,  0.01020936, -0.00942136,  0.32445768, -0.10945623,
       -0.07966173], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2150.npy,data/images/camera2/frame_2150.npy
2158,"[0.8585063815116882, -0.8972355723381042, -0.003308533923700452, -0.32877060770988464, 1.454507827758789, 2.2984752655029297, 0.07729575783014297, 0.0736248642206192, 0.024824095889925957, 0.022802304476499557, -0.03706660494208336, -0.03787269815802574, 0.03842414543032646, 0.03896516188979149]","[0.07729575783014297, 0.0736248642206192]","[0.6623027920722961, 0.5642748475074768, 1.2441669702529907]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8590364 , -0.89722776, -0.0034517 , -0.3231953 ,  1.4526455 ,
        2.2971647 ], dtype=float32), 'joint_velocities': array([ 0.02728103,  0.01284091, -0.01133582,  0.31611636, -0.10721385,
       -0.0778548 ], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2150.npy,data/images/camera2/frame_2150.npy
2159,"[0.8589929342269897, -0.8979611396789551, -0.0034480022732168436, -0.3236275613307953, 1.452659010887146, 2.2971956729888916, 0.07730034738779068, 0.0736309364438057, 0.02485523745417595, 0.022776124998927116, -0.037052784115076065, -0.03790728375315666, 0.03841077908873558, 0.038999591022729874]","[0.07730034738779068, 0.0736309364438057]","[0.6633066534996033, 0.5652706623077393, 1.2444475889205933]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.85949737, -0.8979098 , -0.00362349, -0.31819174,  1.4508337 ,
        2.2959144 ], dtype=float32), 'joint_velocities': array([ 0.02580245,  0.01544   , -0.01324795,  0.30755037, -0.10484236,
       -0.07589471], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2150.npy,data/images/camera2/frame_2150.npy
2160,"[0.8594509363174438, -0.898640513420105, -0.0036191483959555626, -0.31862708926200867, 1.450850248336792, 2.2959492206573486, 0.07726794481277466, 0.07360006123781204, 0.024891791865229607, 0.022712087258696556, -0.036979082971811295, -0.03788585588335991, 0.03834139183163643, 0.03898221626877785]","[0.07726794481277466, 0.07360006123781204]","[0.664282500743866, 0.5662165284156799, 1.2447302341461182]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.859935  , -0.89855474, -0.00382907, -0.31332448,  1.4490639 ,
        2.2947044 ], dtype=float32), 'joint_velocities': array([ 0.02444157,  0.01788003, -0.01519499,  0.29886457, -0.1023523 ,
       -0.07372548], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2160.npy,data/images/camera2/frame_2160.npy
2161,"[0.859887421131134, -0.899281919002533, -0.0038231753278523684, -0.31377169489860535, 1.449082851409912, 2.294739007949829, 0.07726874947547913, 0.0735984593629837, 0.024871988222002983, 0.0227439533919096, -0.03699534758925438, -0.03782939538359642, 0.03835657238960266, 0.038931768387556076]","[0.07726874947547913, 0.0735984593629837]","[0.6652312874794006, 0.5671294927597046, 1.2450058460235596]","[0.8, 0.7, 1.0]","{'joint_positions': array([ 0.8603489 , -0.89915454, -0.0040661 , -0.3086177 ,  1.4473385 ,
        2.2935264 ], dtype=float32), 'joint_velocities': array([ 0.02299906,  0.0205213 , -0.01706728,  0.2897829 , -0.09971636,
       -0.07150538], dtype=float32), 'joint_efforts': None, 'joint_indices': [0, 1, 2, 3, 4, 5]}",data/images/camera1/frame_2160.npy,data/images/camera2/frame_2160.npy
